Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Category,Segmentation
0,0,21,0,0,13.0,0,6.0,6.0,4
1,0,42,0,4,8.0,0,1.0,3.0,1
0,1,57,1,4,5.0,2,2.0,6.0,3
0,0,23,0,0,4.0,0,3.0,6.0,4
1,1,52,1,3,2.0,2,4.0,6.0,3
0,1,42,1,4,1.0,2,2.0,1.0,3
0,0,28,0,4,0.0,0,4.0,3.0,4
0,1,43,1,3,9.0,2,3.0,6.0,1
0,0,30,1,4,3.0,0,2.0,6.0,4
0,0,26,0,0,1.0,0,6.0,4.0,1
0,1,86,1,8,0.0,1,2.0,2.0,3
0,1,52,1,6,0.0,2,2.0,6.0,3
1,1,43,0,1,0.0,0,1.0,6.0,1
0,1,53,1,3,1.0,2,3.0,6.0,3
0,0,33,1,0,3.0,0,1.0,6.0,4
0,1,25,1,0,9.0,0,2.0,6.0,3
1,1,55,1,3,1.0,0,1.0,6.0,2
1,1,47,1,1,9.0,2,4.0,2.0,3
0,0,27,0,4,9.0,0,4.0,6.0,4
0,1,38,1,0,8.0,2,4.0,6.0,3
1,1,69,1,3,2.0,2,9.0,5.0,3
0,0,19,0,4,1.0,0,5.0,4.0,3
1,0,28,0,7,9.0,0,2.0,3.0,4
0,1,65,1,3,1.0,1,2.0,6.0,3
1,0,22,0,0,0.0,0,4.0,6.0,4
1,1,25,0,5,11.0,2,3.0,6.0,4
1,0,52,1,3,1.0,0,2.0,6.0,1
1,0,37,1,3,0.0,0,2.0,6.0,2
0,1,29,1,6,0.0,0,2.0,2.0,4
0,0,31,1,0,0.0,0,3.0,3.0,4
1,0,36,1,7,9.0,0,1.0,3.0,3
1,0,73,1,3,0.0,0,1.0,6.0,3
0,1,51,1,3,2.0,0,2.0,6.0,1
0,1,60,0,8,0.0,1,2.0,6.0,2
1,0,22,0,0,9.0,0,4.0,6.0,4
0,1,28,1,1,9.0,2,2.0,3.0,3
1,1,52,1,3,1.0,2,3.0,6.0,3
1,0,28,0,4,0.0,0,4.0,6.0,3
1,1,37,1,3,5.0,2,2.0,6.0,2
0,1,53,1,4,2.0,2,3.0,6.0,3
1,0,23,0,2,0.0,0,6.0,3.0,2
1,1,75,1,2,0.0,1,2.0,6.0,2
0,1,53,1,3,0.0,1,4.0,6.0,3
0,1,30,1,3,12.0,2,2.0,6.0,2
1,1,31,0,6,0.0,2,2.0,3.0,1
0,0,27,1,4,0.0,0,5.0,6.0,2
0,1,65,1,2,0.0,0,1.0,6.0,1
0,1,52,0,6,0.0,2,2.0,4.0,2
1,0,51,0,1,8.0,0,6.0,4.0,4
1,1,30,1,1,8.0,2,5.0,4.0,4
0,0,42,1,3,11.0,0,2.0,6.0,3
1,0,19,0,0,9.0,0,8.0,5.0,4
0,1,50,1,8,0.0,1,4.0,6.0,2
0,1,41,1,3,0.0,2,4.0,4.0,3
1,0,36,0,1,14.0,0,4.0,6.0,4
1,1,43,1,0,0.0,2,2.0,3.0,1
0,1,85,0,2,0.0,0,1.0,6.0,4
1,1,47,1,3,1.0,2,2.0,7.0,3
1,1,60,1,2,0.0,0,2.0,6.0,4
1,0,37,1,4,5.0,0,1.0,2.0,2
0,0,31,1,0,0.0,0,2.0,4.0,3
0,0,37,1,3,4.0,0,7.0,7.0,1
0,1,35,1,1,1.0,2,4.0,3.0,1
0,0,50,1,3,1.0,0,1.0,2.0,2
0,0,21,0,0,1.0,0,4.0,4.0,4
0,1,59,0,6,1.0,2,2.0,7.0,3
1,0,20,0,0,1.0,0,5.0,4.0,4
1,0,49,1,1,9.0,0,1.0,6.0,1
0,1,62,1,8,0.0,1,4.0,6.0,3
0,1,61,1,3,0.0,2,5.0,6.0,3
1,1,41,0,7,5.0,2,3.0,6.0,1
0,1,21,0,4,1.0,0,3.0,3.0,4
1,1,38,0,1,1.0,2,6.0,4.0,2
1,1,48,1,3,2.0,0,2.0,6.0,3
0,0,30,1,0,1.0,0,1.0,6.0,4
0,0,19,0,0,0.0,0,4.0,2.0,4
0,1,43,1,0,1.0,1,4.0,4.0,2
0,1,38,1,6,2.0,2,2.0,6.0,2
0,0,32,0,4,10.0,0,2.0,6.0,4
1,0,38,1,0,8.0,0,2.0,6.0,4
1,0,43,1,3,0.0,0,3.0,6.0,1
0,0,76,1,2,0.0,0,2.0,6.0,1
0,0,30,1,0,9.0,0,5.0,6.0,4
0,0,31,0,0,1.0,0,4.0,7.0,4
0,0,23,0,0,0.0,0,3.0,3.0,4
0,1,70,0,2,0.0,1,3.0,1.0,2
1,0,25,0,1,1.0,0,1.0,4.0,1
0,0,29,0,7,1.0,0,2.0,6.0,4
1,1,50,1,3,1.0,2,3.0,6.0,3
0,1,71,1,3,1.0,2,2.0,6.0,3
1,0,18,0,0,0.0,0,5.0,4.0,4
1,0,41,1,3,2.0,0,1.0,6.0,1
0,0,20,0,7,0.0,0,3.0,3.0,2
0,1,27,0,6,14.0,2,2.0,6.0,1
0,1,27,1,0,1.0,1,2.0,6.0,4
1,0,18,0,0,0.0,0,4.0,4.0,4
1,1,41,1,3,9.0,1,2.0,2.0,2
0,1,67,0,2,1.0,2,2.0,6.0,1
1,1,28,1,3,0.0,0,2.0,7.0,1
0,1,45,0,3,1.0,2,4.0,6.0,2
0,1,36,0,8,8.0,1,4.0,6.0,3
1,0,33,0,1,1.0,0,3.0,6.0,3
1,1,87,1,3,1.0,2,2.0,6.0,3
1,1,52,1,3,3.0,0,1.0,6.0,1
1,0,32,0,0,1.0,0,3.0,6.0,4
1,0,42,1,1,1.0,0,7.0,4.0,1
0,0,22,0,0,8.0,0,5.0,2.0,4
1,0,18,0,4,2.0,0,4.0,6.0,4
1,0,26,0,4,1.0,0,4.0,2.0,4
1,1,66,1,3,0.0,2,2.0,6.0,3
1,1,66,0,1,6.0,2,4.0,5.0,2
0,1,69,0,2,1.0,0,2.0,1.0,2
0,1,55,1,3,1.0,0,2.0,6.0,1
1,1,49,1,3,6.0,0,2.0,6.0,3
0,1,61,1,4,3.0,0,2.0,6.0,1
1,0,47,1,3,0.0,0,1.0,1.0,3
0,1,59,1,8,0.0,1,5.0,6.0,3
0,1,38,1,3,3.0,2,4.0,6.0,2
0,1,55,1,3,8.0,2,2.0,2.0,3
1,0,25,0,5,1.0,0,1.0,2.0,4
0,0,36,0,3,2.0,0,4.0,6.0,1
0,1,41,1,6,0.0,0,1.0,6.0,1
1,0,39,0,1,1.0,0,3.0,3.0,1
1,0,20,0,0,1.0,0,3.0,6.0,4
1,0,33,0,1,0.0,0,5.0,3.0,4
1,1,78,0,2,0.0,1,3.0,6.0,2
1,1,87,0,2,0.0,0,1.0,4.0,1
0,0,19,0,0,1.0,0,6.0,4.0,4
1,1,60,1,3,1.0,1,4.0,6.0,3
0,1,77,0,2,1.0,1,2.0,6.0,3
1,1,43,0,6,5.0,0,1.0,3.0,4
1,1,51,1,3,6.0,2,3.0,6.0,3
0,0,18,0,4,0.0,0,5.0,2.0,3
1,0,46,1,3,0.0,0,2.0,6.0,2
1,0,20,0,0,1.0,0,5.0,6.0,4
1,0,27,1,0,0.0,0,5.0,4.0,1
0,1,26,1,3,0.0,0,2.0,1.0,3
1,1,57,1,3,0.0,1,3.0,3.0,3
0,1,53,1,3,6.0,2,2.0,6.0,3
0,1,38,1,3,2.0,0,2.0,6.0,3
0,1,41,0,4,1.0,0,3.0,6.0,1
1,1,81,0,2,0.0,1,2.0,6.0,1
1,1,38,0,1,0.0,0,3.0,4.0,1
1,0,30,1,0,0.0,0,1.0,6.0,4
0,1,37,0,6,2.0,0,3.0,6.0,1
0,1,28,1,3,9.0,2,2.0,6.0,1
0,1,43,0,3,1.0,1,3.0,6.0,2
0,0,21,0,4,0.0,0,5.0,7.0,4
0,1,33,1,3,1.0,2,3.0,6.0,1
0,1,78,1,2,1.0,1,2.0,6.0,1
0,0,23,0,0,1.0,0,5.0,3.0,4
1,0,27,0,0,9.0,0,2.0,6.0,1
1,1,45,1,3,1.0,2,3.0,6.0,2
0,0,31,0,4,0.0,0,1.0,6.0,4
0,1,42,1,3,2.0,2,2.0,6.0,3
1,0,37,1,0,1.0,0,3.0,6.0,3
0,0,33,1,6,9.0,0,2.0,6.0,4
0,0,32,1,0,1.0,0,3.0,6.0,1
0,0,21,0,0,1.0,0,3.0,3.0,4
1,0,32,0,4,7.0,0,4.0,3.0,4
0,1,36,1,3,0.0,2,2.0,6.0,2
0,1,43,1,3,9.0,0,2.0,6.0,3
0,1,41,1,3,0.0,0,2.0,6.0,1
0,1,41,1,1,1.0,2,2.0,6.0,3
1,1,55,0,3,1.0,0,2.0,3.0,2
0,1,61,0,1,9.0,2,4.0,6.0,3
1,0,38,0,3,13.0,0,2.0,4.0,4
0,1,62,1,6,0.0,2,6.0,6.0,3
1,0,33,0,7,0.0,0,4.0,3.0,4
0,1,53,1,6,1.0,2,2.0,6.0,2
0,0,38,1,4,0.0,0,3.0,6.0,1
0,1,51,0,3,2.0,2,4.0,7.0,3
0,1,45,1,3,0.0,2,4.0,6.0,3
1,1,71,0,1,2.0,0,1.0,6.0,2
1,0,26,0,5,0.0,0,6.0,3.0,1
1,1,84,1,2,1.0,0,1.0,6.0,1
0,1,56,0,2,0.0,1,2.0,6.0,3
0,0,27,0,7,8.0,0,4.0,4.0,4
0,0,36,0,1,3.0,0,3.0,6.0,4
1,1,70,1,3,1.0,0,3.0,7.0,2
1,1,40,1,1,0.0,2,2.0,6.0,3
0,0,22,0,0,0.0,0,4.0,2.0,4
0,1,48,1,3,4.0,0,1.0,6.0,2
1,1,41,1,3,9.0,2,2.0,6.0,3
0,1,77,1,2,0.0,0,2.0,3.0,3
0,1,72,1,3,6.0,0,1.0,6.0,4
1,0,21,0,0,1.0,0,3.0,3.0,4
1,0,29,1,0,3.0,0,4.0,2.0,3
1,0,29,1,3,7.0,0,7.0,4.0,4
0,0,18,0,0,0.0,0,2.0,4.0,4
1,1,38,1,1,0.0,2,2.0,6.0,2
1,1,48,1,5,3.0,2,2.0,3.0,2
1,1,48,1,4,1.0,2,2.0,2.0,1
1,0,37,1,3,3.0,0,1.0,6.0,3
0,0,32,1,0,9.0,0,5.0,6.0,4
0,0,33,0,0,3.0,0,5.0,2.0,2
0,1,47,0,3,0.0,2,5.0,4.0,1
0,1,63,1,3,1.0,2,3.0,4.0,3
1,0,26,1,0,5.0,0,2.0,6.0,4
0,1,65,1,2,11.0,1,2.0,6.0,3
0,1,22,0,0,1.0,2,4.0,7.0,4
1,1,42,0,1,4.0,0,1.0,6.0,2
0,1,43,0,3,8.0,0,1.0,6.0,1
0,0,27,1,3,5.0,0,4.0,3.0,2
0,0,42,1,3,7.0,0,1.0,6.0,1
0,1,45,1,8,1.0,1,3.0,6.0,3
0,0,33,1,4,9.0,0,6.0,4.0,4
0,1,58,0,8,0.0,1,4.0,3.0,2
0,0,21,0,4,0.0,0,3.0,6.0,1
1,0,85,1,5,4.0,0,1.0,6.0,4
0,0,41,0,4,1.0,0,3.0,6.0,2
1,1,57,0,1,0.0,0,1.0,3.0,2
0,1,38,0,4,0.0,2,5.0,6.0,1
0,1,50,1,3,0.0,2,5.0,6.0,3
0,0,33,0,0,1.0,0,4.0,6.0,3
0,0,26,0,0,1.0,0,6.0,6.0,3
0,1,25,1,3,12.0,0,2.0,6.0,1
0,1,63,0,8,1.0,1,3.0,6.0,3
1,0,26,1,3,9.0,0,1.0,6.0,1
1,0,30,1,1,3.0,0,3.0,6.0,4
1,1,36,1,4,0.0,0,1.0,6.0,2
1,0,22,0,0,1.0,0,9.0,4.0,4
0,0,27,0,4,9.0,0,4.0,6.0,4
0,1,42,1,8,1.0,1,5.0,6.0,2
0,0,21,0,0,1.0,0,2.0,2.0,4
0,1,38,1,8,0.0,1,3.0,6.0,3
0,1,63,1,3,0.0,2,4.0,6.0,3
1,0,25,1,1,8.0,0,3.0,6.0,4
1,1,69,1,3,1.0,1,2.0,6.0,2
0,1,53,1,3,9.0,0,1.0,6.0,2
0,1,36,1,3,1.0,0,2.0,6.0,3
0,0,27,1,0,1.0,0,5.0,6.0,4
0,0,19,0,0,1.0,0,3.0,6.0,4
1,0,51,1,2,6.0,0,1.0,6.0,2
0,0,43,1,6,5.0,0,1.0,3.0,4
0,0,42,1,3,1.0,0,1.0,6.0,2
0,0,37,1,3,7.0,0,2.0,6.0,1
0,1,66,0,2,0.0,1,2.0,6.0,2
0,1,39,1,3,1.0,2,2.0,1.0,1
1,0,21,0,6,5.0,0,5.0,4.0,4
0,0,21,0,0,1.0,0,4.0,6.0,4
1,1,28,1,8,8.0,1,2.0,6.0,3
0,1,56,1,3,0.0,2,4.0,6.0,3
0,0,26,1,0,1.0,0,1.0,6.0,4
0,0,18,0,0,8.0,0,6.0,4.0,4
0,0,23,0,0,1.0,0,8.0,4.0,4
1,1,45,1,3,1.0,2,5.0,3.0,2
1,1,65,0,1,1.0,2,3.0,4.0,1
1,1,87,0,3,0.0,0,1.0,6.0,1
1,1,56,1,3,5.0,2,4.0,6.0,3
0,0,47,1,3,1.0,0,2.0,6.0,2
1,0,68,1,4,1.0,0,1.0,6.0,1
0,0,18,0,0,1.0,0,3.0,4.0,4
0,1,40,1,3,6.0,0,1.0,6.0,1
1,1,41,1,4,0.0,0,1.0,6.0,2
0,0,23,0,0,1.0,0,4.0,6.0,4
0,0,35,1,3,9.0,0,1.0,6.0,2
0,1,66,1,8,1.0,1,2.0,6.0,3
0,0,22,0,4,8.0,0,3.0,6.0,4
0,0,23,0,0,0.0,0,4.0,6.0,4
0,0,18,0,7,1.0,0,4.0,1.0,4
0,1,60,0,3,0.0,0,1.0,6.0,2
1,1,40,0,3,0.0,0,1.0,4.0,4
0,0,28,0,6,1.0,0,2.0,6.0,4
0,1,42,0,3,6.0,0,2.0,6.0,2
0,0,46,1,3,1.0,0,2.0,6.0,2
1,0,23,0,0,9.0,0,4.0,4.0,4
0,1,43,1,3,0.0,0,1.0,6.0,2
1,0,20,0,6,0.0,0,6.0,2.0,2
1,0,27,1,1,4.0,0,2.0,6.0,4
0,1,82,1,2,0.0,0,1.0,6.0,4
0,0,21,0,0,0.0,0,4.0,6.0,4
0,1,60,0,3,0.0,2,2.0,4.0,2
1,1,71,1,2,0.0,1,2.0,6.0,3
1,0,39,1,6,7.0,0,1.0,6.0,1
1,1,35,1,3,1.0,0,2.0,6.0,2
0,0,19,0,0,1.0,0,4.0,7.0,4
0,0,53,1,3,0.0,0,1.0,6.0,1
0,0,23,0,0,4.0,0,9.0,2.0,4
1,1,50,1,3,4.0,0,1.0,6.0,2
0,1,35,1,8,4.0,1,4.0,6.0,3
0,1,32,1,4,11.0,2,2.0,6.0,1
1,1,33,0,1,5.0,1,3.0,6.0,4
1,1,53,1,3,1.0,2,3.0,6.0,3
0,1,47,1,3,0.0,2,4.0,6.0,2
1,0,37,1,1,0.0,0,1.0,4.0,1
0,1,50,1,3,0.0,2,4.0,6.0,3
1,0,23,0,0,9.0,0,3.0,6.0,4
1,0,30,1,6,9.0,0,1.0,6.0,4
1,0,28,0,0,3.0,0,2.0,6.0,1
0,1,39,1,3,1.0,0,1.0,6.0,2
0,1,81,0,2,1.0,1,2.0,6.0,1
1,1,65,0,1,0.0,2,2.0,6.0,2
0,1,30,1,0,0.0,0,2.0,6.0,1
0,0,40,1,3,8.0,0,1.0,6.0,2
0,0,28,1,3,4.0,0,6.0,4.0,2
0,1,28,1,4,0.0,0,9.0,4.0,4
1,1,60,1,5,1.0,0,4.0,6.0,3
0,1,48,1,6,1.0,0,3.0,6.0,1
0,1,70,1,2,3.0,0,1.0,6.0,4
1,1,39,1,6,7.0,2,2.0,6.0,2
0,1,42,0,4,5.0,2,5.0,6.0,2
0,1,38,0,6,1.0,2,2.0,6.0,2
0,0,35,1,3,0.0,0,1.0,6.0,3
0,1,43,1,6,1.0,2,3.0,6.0,2
1,1,83,1,2,1.0,0,1.0,6.0,2
0,1,43,1,3,8.0,0,1.0,6.0,2
1,1,46,1,3,0.0,2,4.0,6.0,3
0,1,50,1,4,0.0,2,3.0,6.0,2
1,0,38,1,3,8.0,0,1.0,6.0,2
0,1,69,0,8,1.0,1,2.0,6.0,3
1,1,38,1,3,1.0,2,2.0,6.0,3
1,0,26,1,0,0.0,0,3.0,6.0,4
0,0,37,0,0,0.0,0,5.0,3.0,1
0,1,72,1,8,0.0,1,2.0,6.0,3
0,1,52,1,3,1.0,2,4.0,6.0,2
0,1,85,1,2,1.0,1,2.0,4.0,1
1,0,29,1,0,6.0,0,3.0,6.0,4
0,0,26,0,0,0.0,0,4.0,3.0,3
1,0,33,1,4,0.0,0,6.0,4.0,3
1,0,40,1,0,0.0,0,1.0,2.0,4
0,1,79,1,2,2.0,1,2.0,6.0,2
0,0,35,0,3,1.0,0,1.0,7.0,1
1,1,68,1,2,0.0,0,1.0,6.0,3
0,1,36,1,3,7.0,2,5.0,2.0,2
0,1,51,1,8,3.0,1,5.0,6.0,3
0,1,25,1,3,8.0,0,4.0,6.0,4
1,1,35,1,3,0.0,2,2.0,6.0,3
0,0,21,0,0,1.0,0,4.0,2.0,4
1,1,55,1,3,1.0,2,4.0,3.0,3
0,1,35,0,8,1.0,1,3.0,6.0,3
1,0,39,0,1,6.0,0,1.0,3.0,3
0,1,83,0,8,1.0,1,2.0,6.0,4
0,1,45,1,3,1.0,2,2.0,6.0,3
0,1,40,1,3,9.0,0,2.0,6.0,3
1,0,27,1,3,1.0,0,5.0,6.0,3
0,1,51,0,6,7.0,2,3.0,6.0,3
0,1,35,1,3,1.0,2,3.0,6.0,2
0,1,57,1,3,0.0,0,2.0,6.0,3
0,1,20,0,0,1.0,2,4.0,7.0,4
1,0,49,1,3,4.0,0,1.0,6.0,1
0,0,52,1,6,1.0,0,2.0,6.0,2
0,1,35,1,3,1.0,2,3.0,6.0,3
0,1,39,1,0,1.0,0,3.0,6.0,4
0,1,69,1,8,0.0,0,2.0,4.0,2
1,0,26,1,6,6.0,0,2.0,6.0,4
0,1,36,1,3,8.0,0,4.0,4.0,4
1,1,25,1,1,6.0,2,2.0,6.0,1
1,1,60,1,3,0.0,0,1.0,6.0,2
1,0,37,1,0,1.0,0,2.0,6.0,1
1,0,42,0,3,0.0,0,1.0,5.0,4
0,0,22,0,0,9.0,0,4.0,3.0,4
0,1,41,0,4,2.0,2,4.0,6.0,1
0,1,75,0,8,0.0,0,1.0,6.0,4
1,1,77,1,3,0.0,1,2.0,6.0,2
0,1,43,1,8,1.0,1,4.0,6.0,2
1,0,31,1,0,8.0,0,4.0,6.0,3
0,0,33,0,4,1.0,0,2.0,3.0,2
0,1,60,1,8,1.0,1,4.0,6.0,2
1,1,61,1,3,1.0,0,2.0,6.0,3
1,0,29,0,5,8.0,0,1.0,4.0,4
0,0,25,1,0,1.0,0,4.0,6.0,4
0,1,83,1,3,2.0,1,2.0,6.0,1
1,0,38,1,3,7.0,0,1.0,6.0,3
0,0,28,1,3,0.0,0,4.0,7.0,3
0,1,65,1,6,0.0,1,2.0,6.0,1
1,1,61,1,4,0.0,2,4.0,7.0,2
1,1,51,0,1,4.0,0,2.0,4.0,4
0,1,36,0,8,2.0,1,3.0,4.0,4
1,1,55,1,3,2.0,2,2.0,6.0,3
1,1,46,1,3,0.0,2,4.0,6.0,1
1,1,43,1,3,8.0,2,2.0,6.0,2
0,1,57,0,4,4.0,0,3.0,4.0,2
0,1,35,0,4,0.0,0,1.0,4.0,1
0,1,65,1,3,0.0,2,2.0,6.0,3
1,1,37,1,3,0.0,0,3.0,6.0,1
0,1,35,1,3,4.0,2,2.0,6.0,1
0,1,37,0,8,1.0,0,2.0,6.0,1
0,1,38,1,8,0.0,2,3.0,6.0,2
0,0,19,0,0,1.0,0,3.0,4.0,4
0,0,36,1,3,0.0,0,1.0,3.0,2
0,1,61,1,3,2.0,2,2.0,6.0,3
0,1,53,0,3,1.0,2,6.0,6.0,1
0,1,45,1,3,0.0,0,1.0,6.0,3
1,1,42,0,6,1.0,0,6.0,3.0,2
1,1,83,1,2,0.0,1,2.0,6.0,3
1,0,36,1,3,0.0,0,1.0,6.0,2
0,1,42,1,3,1.0,2,3.0,6.0,3
1,1,80,0,2,1.0,1,2.0,6.0,3
1,0,18,0,0,0.0,0,5.0,3.0,4
0,1,57,1,6,0.0,0,2.0,6.0,1
0,0,36,0,7,0.0,0,2.0,6.0,4
1,0,43,1,3,8.0,0,1.0,6.0,1
0,0,31,0,0,1.0,0,3.0,2.0,2
0,0,38,1,4,4.0,0,1.0,2.0,2
0,1,45,1,3,7.0,1,4.0,3.0,1
0,1,72,1,2,0.0,1,2.0,6.0,3
1,1,43,1,4,9.0,0,2.0,4.0,1
1,0,29,1,6,8.0,0,2.0,6.0,1
0,0,45,1,3,1.0,0,2.0,6.0,1
1,0,29,1,5,13.0,0,1.0,6.0,1
0,0,43,1,3,7.0,0,3.0,6.0,1
1,1,42,0,3,0.0,2,3.0,6.0,1
0,1,47,0,6,9.0,2,6.0,6.0,3
0,0,26,1,0,1.0,0,3.0,6.0,2
1,1,60,1,2,1.0,1,3.0,6.0,3
0,1,41,1,8,5.0,0,2.0,1.0,1
0,0,27,1,3,7.0,0,3.0,6.0,4
1,0,46,1,3,8.0,0,1.0,6.0,3
1,0,25,1,3,2.0,0,2.0,6.0,1
1,0,22,0,0,1.0,0,3.0,6.0,4
0,1,56,0,8,1.0,2,3.0,6.0,2
1,1,35,1,5,9.0,2,2.0,4.0,2
0,1,50,1,3,8.0,2,2.0,6.0,3
0,0,33,0,4,1.0,0,6.0,4.0,1
1,1,69,0,6,1.0,0,2.0,3.0,2
1,1,38,1,1,4.0,0,2.0,4.0,1
0,1,42,1,4,1.0,2,5.0,4.0,3
0,1,61,1,6,3.0,2,6.0,6.0,2
1,0,20,0,0,4.0,0,6.0,2.0,4
1,1,46,1,1,1.0,2,2.0,6.0,3
0,1,40,0,6,5.0,0,4.0,3.0,4
0,1,51,1,4,1.0,1,2.0,3.0,3
1,1,58,1,3,4.0,2,5.0,6.0,3
1,0,33,1,0,1.0,0,5.0,6.0,3
0,0,26,0,6,0.0,0,2.0,6.0,1
0,1,58,0,8,4.0,1,3.0,6.0,3
0,1,65,1,5,0.0,1,2.0,6.0,1
0,1,41,1,1,1.0,2,2.0,4.0,3
0,1,42,1,4,0.0,2,2.0,6.0,3
0,1,25,0,1,14.0,0,1.0,6.0,4
1,0,30,0,5,10.0,0,6.0,6.0,4
0,1,79,0,2,1.0,0,1.0,6.0,4
1,1,51,0,0,0.0,1,3.0,4.0,4
0,0,26,1,4,1.0,0,4.0,6.0,3
1,1,37,0,6,2.0,2,4.0,4.0,1
1,0,25,0,4,0.0,0,2.0,6.0,4
0,0,41,1,7,0.0,0,2.0,6.0,4
1,1,83,1,8,1.0,1,3.0,6.0,1
0,1,35,1,6,0.0,2,3.0,6.0,3
0,0,21,0,0,3.0,0,7.0,4.0,4
1,0,28,1,1,0.0,0,3.0,6.0,4
0,1,45,1,3,0.0,2,2.0,6.0,3
0,1,51,0,8,0.0,0,4.0,4.0,2
0,0,25,1,6,1.0,0,3.0,6.0,1
0,0,29,1,0,2.0,0,3.0,6.0,3
0,1,45,0,7,1.0,0,2.0,3.0,4
1,1,47,0,1,8.0,2,5.0,4.0,2
1,0,40,1,3,8.0,0,2.0,6.0,2
1,1,65,1,2,1.0,0,1.0,6.0,1
0,0,40,1,3,2.0,0,1.0,3.0,2
0,1,42,1,4,8.0,2,2.0,2.0,2
0,1,45,1,3,2.0,2,3.0,3.0,4
1,1,58,1,1,1.0,0,1.0,3.0,1
1,0,30,0,4,1.0,0,3.0,2.0,4
0,1,35,1,3,10.0,1,2.0,6.0,2
1,1,53,0,5,9.0,0,1.0,6.0,1
1,1,58,1,3,0.0,2,2.0,6.0,3
1,1,88,1,3,1.0,1,2.0,6.0,3
1,0,27,0,7,0.0,0,3.0,2.0,3
0,0,39,1,3,9.0,0,1.0,6.0,1
1,0,28,0,3,1.0,0,4.0,4.0,2
0,1,35,0,6,9.0,0,3.0,1.0,1
0,1,76,0,8,1.0,1,2.0,4.0,1
1,0,33,1,0,0.0,0,1.0,6.0,4
1,1,59,1,4,5.0,0,2.0,6.0,1
1,1,45,1,4,0.0,0,1.0,4.0,2
1,0,33,0,1,1.0,0,3.0,6.0,4
1,1,86,0,2,0.0,1,2.0,6.0,2
1,0,20,0,0,0.0,0,4.0,6.0,4
1,0,25,0,0,0.0,0,8.0,7.0,2
1,0,33,1,6,0.0,0,3.0,6.0,1
1,1,62,1,3,0.0,1,2.0,6.0,3
1,1,55,1,3,4.0,2,4.0,7.0,3
0,0,39,1,3,0.0,0,1.0,1.0,1
0,0,30,1,0,3.0,0,6.0,7.0,4
1,1,37,0,8,0.0,1,2.0,1.0,1
1,0,40,0,7,0.0,0,1.0,6.0,1
0,0,38,1,3,6.0,0,4.0,2.0,1
0,1,52,0,3,1.0,0,2.0,6.0,1
1,1,48,0,1,1.0,2,5.0,3.0,2
1,1,60,0,1,1.0,2,5.0,4.0,2
1,0,36,1,1,9.0,0,1.0,4.0,1
0,1,59,1,4,0.0,2,2.0,4.0,3
0,1,71,0,6,0.0,2,3.0,6.0,1
0,1,37,1,8,1.0,2,2.0,6.0,2
1,0,51,1,3,0.0,0,1.0,6.0,1
0,0,22,0,0,1.0,0,3.0,6.0,4
0,1,28,1,3,1.0,2,2.0,6.0,2
1,0,22,0,0,1.0,0,8.0,4.0,4
1,1,48,1,5,1.0,1,2.0,2.0,3
1,0,23,0,0,1.0,0,4.0,6.0,4
1,0,31,0,1,1.0,0,8.0,4.0,1
0,1,37,0,3,1.0,0,5.0,3.0,3
0,1,50,1,4,1.0,2,4.0,6.0,3
1,0,50,1,8,1.0,0,1.0,6.0,1
1,0,43,1,3,1.0,0,1.0,6.0,4
0,0,20,0,7,0.0,0,4.0,6.0,3
1,0,28,1,6,0.0,0,4.0,2.0,2
1,0,33,0,0,7.0,0,6.0,6.0,3
1,0,49,1,3,0.0,0,1.0,2.0,2
1,0,40,1,0,9.0,0,1.0,4.0,4
1,0,21,0,4,0.0,0,3.0,6.0,3
1,1,36,0,1,1.0,0,5.0,4.0,1
0,1,49,0,4,1.0,2,3.0,4.0,1
1,1,36,1,6,0.0,0,2.0,3.0,1
1,0,32,1,7,8.0,0,1.0,6.0,4
1,1,48,1,3,4.0,2,2.0,6.0,3
0,1,69,0,6,3.0,0,8.0,6.0,1
1,1,67,1,1,1.0,0,1.0,6.0,1
1,1,32,0,1,3.0,0,2.0,6.0,3
0,1,36,0,1,0.0,2,2.0,6.0,2
0,1,43,1,8,6.0,1,3.0,6.0,3
0,1,36,1,3,9.0,2,5.0,4.0,4
0,1,36,1,3,0.0,2,2.0,7.0,3
1,0,23,0,0,4.0,0,3.0,6.0,4
1,1,50,1,3,8.0,2,2.0,6.0,2
0,0,22,0,0,1.0,0,4.0,4.0,4
1,1,35,1,4,0.0,2,3.0,6.0,3
1,1,52,1,3,0.0,2,2.0,6.0,3
1,1,68,1,2,0.0,2,3.0,6.0,3
0,0,46,1,3,1.0,0,2.0,6.0,3
0,0,49,1,6,0.0,0,1.0,2.0,2
0,1,37,1,3,0.0,2,2.0,4.0,3
0,1,53,1,3,9.0,2,2.0,6.0,2
1,1,70,0,1,7.0,0,1.0,3.0,2
1,0,43,1,3,8.0,0,4.0,6.0,4
0,1,83,1,8,0.0,1,2.0,6.0,1
1,0,25,1,6,9.0,0,2.0,6.0,1
0,1,45,1,3,0.0,2,4.0,6.0,3
1,0,29,1,1,1.0,0,1.0,6.0,1
1,1,65,1,2,0.0,0,1.0,6.0,1
1,1,46,1,3,0.0,1,4.0,6.0,2
0,1,59,1,3,8.0,0,1.0,6.0,2
1,0,30,1,0,0.0,0,2.0,6.0,3
0,1,29,0,0,5.0,0,2.0,6.0,4
